acct_card_no,prob_true
Act_266566,0.9666666666666667
Act_266572,0.9666666666666667
Act_266584,0.9666666666666667
Act_262112,0.9666666666666667
Act_266841,0.9666666666666667
Act_262131,0.9666666666666667
Act_266616,0.9666666666666667
Act_266629,0.9666666666666667
Act_266630,0.9666666666666667
Act_266633,0.9666666666666667
Act_262105,0.9666666666666667
Act_266829,0.9666666666666667
Act_266845,0.9666666666666667
Act_267046,0.9666666666666667
Act_267091,0.9666666666666667
Act_267048,0.9666666666666667
Act_267049,0.9666666666666667
Act_267054,0.9666666666666667
Act_267065,0.9666666666666667
Act_267085,0.9666666666666667
Act_267087,0.9666666666666667
Act_261839,0.9666666666666667
Act_267016,0.9666666666666667
Act_261835,0.9666666666666667
Act_261831,0.9666666666666667
Act_267101,0.9666666666666667
Act_267107,0.9666666666666667
Act_261818,0.9666666666666667
Act_267113,0.9666666666666667
Act_266720,0.9666666666666667
Act_266729,0.9666666666666667
Act_261381,0.9666666666666667
Act_267327,0.9666666666666667
Act_267576,0.9666666666666667
Act_261734,0.9666666666666667
Act_267309,0.9666666666666667
Act_267314,0.9666666666666667
Act_267323,0.9666666666666667
Act_261725,0.9666666666666667
Act_261714,0.9666666666666667
Act_267584,0.9666666666666667
Act_261711,0.9666666666666667
Act_267304,0.9666666666666667
Act_261706,0.9666666666666667
Act_267345,0.9666666666666667
Act_267347,0.9666666666666667
Act_261704,0.9666666666666667
Act_261588,0.9666666666666667
Act_267783,0.9666666666666667
Act_267358,0.9666666666666667
Act_267839,0.9666666666666667
Act_267796,0.9666666666666667
Act_267808,0.9666666666666667
Act_267813,0.9666666666666667
Act_267818,0.9666666666666667
Act_267831,0.9666666666666667
Act_267837,0.9666666666666667
Act_261469,0.9666666666666667
Act_267880,0.9666666666666667
Act_267843,0.9666666666666667
Act_267844,0.9666666666666667
Act_267852,0.9666666666666667
Act_267866,0.9666666666666667
Act_267877,0.9666666666666667
Act_261434,0.9666666666666667
Act_261698,0.9666666666666667
Act_261697,0.9666666666666667
Act_267218,0.9666666666666667
Act_261689,0.9666666666666667
Act_267269,0.9666666666666667
Act_261771,0.9666666666666667
Act_267270,0.9666666666666667
Act_261770,0.9666666666666667
Act_261754,0.9666666666666667
Act_261748,0.9666666666666667
Act_261687,0.9666666666666667
Act_267258,0.9666666666666667
Act_261683,0.9666666666666667
Act_261681,0.9666666666666667
Act_267511,0.9666666666666667
Act_261617,0.9666666666666667
Act_266359,0.9666666666666667
Act_261616,0.9666666666666667
Act_261773,0.9666666666666667
Act_261775,0.9666666666666667
Act_261693,0.9666666666666667
Act_267236,0.9666666666666667
Act_267377,0.9666666666666667
Act_261705,0.9666666666666667
Act_261736,0.9666666666666667
Act_267291,0.9666666666666667
Act_267285,0.9666666666666667
Act_261784,0.9666666666666667
Act_267239,0.9666666666666667
Act_267255,0.9666666666666667
Act_267247,0.9666666666666667
Act_267249,0.9666666666666667
Act_267250,0.9666666666666667
Act_267251,0.9666666666666667
Act_267254,0.9666666666666667
Act_261777,0.9666666666666667
Act_267790,0.9666666666666667
Act_267788,0.9666666666666667
Act_261479,0.9666666666666667
Act_267596,0.9666666666666667
Act_261492,0.9666666666666667
Act_267731,0.9666666666666667
Act_267689,0.9666666666666667
Act_267688,0.9666666666666667
Act_267676,0.9666666666666667
Act_267594,0.9666666666666667
Act_261586,0.9666666666666667
Act_261500,0.9666666666666667
Act_267604,0.9666666666666667
Act_267617,0.9666666666666667
Act_267623,0.9666666666666667
Act_267625,0.9666666666666667
Act_261578,0.9666666666666667
Act_261576,0.9666666666666667
Act_267765,0.9666666666666667
Act_261506,0.9666666666666667
Act_267888,0.9666666666666667
Act_261536,0.9666666666666667
Act_267222,0.9666666666666667
Act_261545,0.9666666666666667
Act_267699,0.9666666666666667
Act_267706,0.9666666666666667
Act_267707,0.9666666666666667
Act_267713,0.9666666666666667
Act_261523,0.9666666666666667
Act_267758,0.9666666666666667
Act_267715,0.9666666666666667
Act_267690,0.9666666666666667
Act_267716,0.9666666666666667
Act_261520,0.9666666666666667
Act_267741,0.9666666666666667
Act_261508,0.9666666666666667
Act_267627,0.9666666666666667
Act_267631,0.9666666666666667
Act_267634,0.9666666666666667
Act_267974,0.9666666666666667
Act_267945,0.9666666666666667
Act_261421,0.9666666666666667
Act_267954,0.9666666666666667
Act_267965,0.9666666666666667
Act_261388,0.9666666666666667
Act_267969,0.9666666666666667
Act_267985,0.9666666666666667
Act_267638,0.9666666666666667
Act_261385,0.9666666666666667
Act_267986,0.9666666666666667
Act_267987,0.9666666666666667
Act_261402,0.9666666666666667
Act_261428,0.9666666666666667
Act_261430,0.9666666666666667
Act_261411,0.9666666666666667
Act_261416,0.9666666666666667
Act_267919,0.9666666666666667
Act_261417,0.9666666666666667
Act_267910,0.9666666666666667
Act_267907,0.9666666666666667
Act_267902,0.9666666666666667
Act_267785,0.9666666666666667
Act_267781,0.9666666666666667
Act_261587,0.9666666666666667
Act_267772,0.9666666666666667
Act_261548,0.9666666666666667
Act_261564,0.9666666666666667
Act_267658,0.9666666666666667
Act_267650,0.9666666666666667
Act_267646,0.9666666666666667
Act_267641,0.9666666666666667
Act_261951,0.9666666666666667
Act_266899,0.9666666666666667
Act_268074,0.9666666666666667
Act_260883,0.9666666666666667
Act_269065,0.9666666666666667
Act_260836,0.9666666666666667
Act_260893,0.9666666666666667
Act_260887,0.9666666666666667
Act_269001,0.9666666666666667
Act_260886,0.9666666666666667
Act_260881,0.9666666666666667
Act_260803,0.9666666666666667
Act_260875,0.9666666666666667
Act_269017,0.9666666666666667
Act_269018,0.9666666666666667
Act_269027,0.9666666666666667
Act_260874,0.9666666666666667
Act_260862,0.9666666666666667
Act_269066,0.9666666666666667
Act_260777,0.9666666666666667
Act_260861,0.9666666666666667
Act_269068,0.9666666666666667
Act_269081,0.9666666666666667
Act_260818,0.9666666666666667
Act_269090,0.9666666666666667
Act_260811,0.9666666666666667
Act_269103,0.9666666666666667
Act_269106,0.9666666666666667
Act_269107,0.9666666666666667
Act_260778,0.9666666666666667
Act_269111,0.9666666666666667
Act_269112,0.9666666666666667
Act_269118,0.9666666666666667
Act_260781,0.9666666666666667
Act_269124,0.9666666666666667
Act_260779,0.9666666666666667
Act_269035,0.9666666666666667
Act_260859,0.9666666666666667
Act_269074,0.9666666666666667
Act_260676,0.9666666666666667
Act_260689,0.9666666666666667
Act_260686,0.9666666666666667
Act_269266,0.9666666666666667
Act_269269,0.9666666666666667
Act_269281,0.9666666666666667
Act_269289,0.9666666666666667
Act_260703,0.9666666666666667
Act_260710,0.9666666666666667
Act_269217,0.9666666666666667
Act_269213,0.9666666666666667
Act_260721,0.9666666666666667
Act_260771,0.9666666666666667
Act_260770,0.9666666666666667
Act_269143,0.9666666666666667
Act_260697,0.9666666666666667
Act_260719,0.9666666666666667
Act_260839,0.9666666666666667
Act_269134,0.9666666666666667
Act_269038,0.9666666666666667
Act_269050,0.9666666666666667
Act_269059,0.9666666666666667
Act_260772,0.9666666666666667
Act_268995,0.9666666666666667
Act_269126,0.9666666666666667
Act_260716,0.9666666666666667
Act_260712,0.9666666666666667
Act_269222,0.9666666666666667
Act_260715,0.9666666666666667
Act_260713,0.9666666666666667
Act_269242,0.9666666666666667
Act_269249,0.9666666666666667
Act_269252,0.9666666666666667
Act_269076,0.9666666666666667
Act_268657,0.9666666666666667
Act_266886,0.9666666666666667
Act_261245,0.9666666666666667
Act_261346,0.9666666666666667
Act_268064,0.9666666666666667
Act_261293,0.9666666666666667
Act_268149,0.9666666666666667
Act_268152,0.9666666666666667
Act_261290,0.9666666666666667
Act_268258,0.9666666666666667
Act_268052,0.9666666666666667
Act_268260,0.9666666666666667
Act_261231,0.9666666666666667
Act_268273,0.9666666666666667
Act_261229,0.9666666666666667
Act_268283,0.9666666666666667
Act_268294,0.9666666666666667
Act_261350,0.9666666666666667
Act_268051,0.9666666666666667
Act_261228,0.9666666666666667
Act_268020,0.9666666666666667
Act_268069,0.9666666666666667
Act_268004,0.9666666666666667
Act_268010,0.9666666666666667
Act_268013,0.9666666666666667
Act_268017,0.9666666666666667
Act_268018,0.9666666666666667
Act_268025,0.9666666666666667
Act_268035,0.9666666666666667
Act_261365,0.9666666666666667
Act_261360,0.9666666666666667
Act_261359,0.9666666666666667
Act_268029,0.9666666666666667
Act_268031,0.9666666666666667
Act_268033,0.9666666666666667
Act_268297,0.9666666666666667
Act_261225,0.9666666666666667
Act_261033,0.9666666666666667
Act_268199,0.9666666666666667
Act_261275,0.9666666666666667
Act_268182,0.9666666666666667
Act_268185,0.9666666666666667
Act_261269,0.9666666666666667
Act_261268,0.9666666666666667
Act_261263,0.9666666666666667
Act_268204,0.9666666666666667
Act_268174,0.9666666666666667
Act_268206,0.9666666666666667
Act_261254,0.9666666666666667
Act_268222,0.9666666666666667
Act_261252,0.9666666666666667
Act_261251,0.9666666666666667
Act_267999,0.9666666666666667
Act_261277,0.9666666666666667
Act_268170,0.9666666666666667
Act_268298,0.9666666666666667
Act_261210,0.9666666666666667
Act_261221,0.9666666666666667
Act_268310,0.9666666666666667
Act_268316,0.9666666666666667
Act_268321,0.9666666666666667
Act_268323,0.9666666666666667
Act_261211,0.9666666666666667
Act_268253,0.9666666666666667
Act_268169,0.9666666666666667
Act_268647,0.9666666666666667
Act_268234,0.9666666666666667
Act_268230,0.9666666666666667
Act_268160,0.9666666666666667
Act_263799,0.9666666666666667
Act_268166,0.9666666666666667
Act_269150,0.9666666666666667
Act_260769,0.9666666666666667
Act_269151,0.9666666666666667
Act_260965,0.9666666666666667
Act_268861,0.9666666666666667
Act_268864,0.9666666666666667
Act_268867,0.9666666666666667
Act_268872,0.9666666666666667
Act_260973,0.9666666666666667
Act_260971,0.9666666666666667
Act_268881,0.9666666666666667
Act_268854,0.9666666666666667
Act_268883,0.9666666666666667
Act_260959,0.9666666666666667
Act_260951,0.9666666666666667
Act_268888,0.9666666666666667
Act_268891,0.9666666666666667
Act_268898,0.9666666666666667
Act_268860,0.9666666666666667
Act_260978,0.9666666666666667
Act_262204,0.9666666666666667
Act_268979,0.9666666666666667
Act_268951,0.9666666666666667
Act_268956,0.9666666666666667
Act_260895,0.9666666666666667
Act_268968,0.9666666666666667
Act_268971,0.9666666666666667
Act_268975,0.9666666666666667
Act_268981,0.9666666666666667
Act_268845,0.9666666666666667
Act_268983,0.9666666666666667
Act_260934,0.9666666666666667
Act_268650,0.9666666666666667
Act_268914,0.9666666666666667
Act_268899,0.9666666666666667
Act_260983,0.9666666666666667
Act_260936,0.9666666666666667
Act_267996,0.9666666666666667
Act_260765,0.9666666666666667
Act_266852,0.9666666666666667
Act_266974,0.9666666666666667
Act_261934,0.9666666666666667
Act_266926,0.9666666666666667
Act_261937,0.9666666666666667
Act_266847,0.9666666666666667
Act_266850,0.9666666666666667
Act_266856,0.9666666666666667
Act_267008,0.9666666666666667
Act_266858,0.9666666666666667
Act_266860,0.9666666666666667
Act_266865,0.9666666666666667
Act_266872,0.9666666666666667
Act_266874,0.9666666666666667
Act_261979,0.9666666666666667
Act_261881,0.9666666666666667
Act_267004,0.9666666666666667
Act_267988,0.9666666666666667
Act_261920,0.9666666666666667
Act_266938,0.9666666666666667
Act_266939,0.9666666666666667
Act_266942,0.9666666666666667
Act_266943,0.9666666666666667
Act_266945,0.9666666666666667
Act_261928,0.9666666666666667
Act_266956,0.9666666666666667
Act_267000,0.9666666666666667
Act_266937,0.9666666666666667
Act_261905,0.9666666666666667
Act_266978,0.9666666666666667
Act_266986,0.9666666666666667
Act_266987,0.9666666666666667
Act_261883,0.9666666666666667
Act_268947,0.9666666666666667
Act_268946,0.9666666666666667
Act_260913,0.9666666666666667
Act_268750,0.9666666666666667
Act_268765,0.9666666666666667
Act_268768,0.9666666666666667
Act_261009,0.9666666666666667
Act_268785,0.9666666666666667
Act_268789,0.9666666666666667
Act_261005,0.9666666666666667
Act_268790,0.9666666666666667
Act_268753,0.9666666666666667
Act_268793,0.9666666666666667
Act_268794,0.9666666666666667
Act_260994,0.9666666666666667
Act_260993,0.9666666666666667
Act_268801,0.9666666666666667
Act_260992,0.9666666666666667
Act_261012,0.9666666666666667
Act_268985,0.9666666666666667
Act_260926,0.9666666666666667
Act_269180,0.9666666666666667
Act_269156,0.9666666666666667
Act_269159,0.9666666666666667
Act_260761,0.9666666666666667
Act_260759,0.9666666666666667
Act_260756,0.9666666666666667
Act_260747,0.9666666666666667
Act_269181,0.9666666666666667
Act_268993,0.9666666666666667
Act_260736,0.9666666666666667
Act_269199,0.9666666666666667
Act_269210,0.9666666666666667
Act_260727,0.9666666666666667
Act_269127,0.9666666666666667
Act_268994,0.9666666666666667
Act_260991,0.9666666666666667
Act_268807,0.9666666666666667
Act_261001,0.9666666666666667
Act_268822,0.9666666666666667
Act_268721,0.9666666666666667
Act_268723,0.9666666666666667
Act_268724,0.9666666666666667
Act_261017,0.9666666666666667
Act_260984,0.9666666666666667
Act_268818,0.9666666666666667
Act_268833,0.9666666666666667
Act_268741,0.9666666666666667
Act_268926,0.9666666666666667
Act_268927,0.9666666666666667
Act_260933,0.9666666666666667
Act_268931,0.9666666666666667
Act_268933,0.9666666666666667
Act_260931,0.9666666666666667
Act_268716,0.9666666666666667
Act_268712,0.9666666666666667
Act_268708,0.9666666666666667
Act_268701,0.9666666666666667
Act_268700,0.9666666666666667
Act_268699,0.9666666666666667
Act_268697,0.9666666666666667
Act_268690,0.9666666666666667
Act_268686,0.9666666666666667
Act_268684,0.9666666666666667
Act_268672,0.9666666666666667
Act_268671,0.9666666666666667
Act_268666,0.9666666666666667
Act_268663,0.9666666666666667
Act_268661,0.9666666666666667
Act_268731,0.9666666666666667
Act_268733,0.9666666666666667
Act_266362,0.9666666666666667
Act_258801,0.9666666666666667
Act_262311,0.9666666666666667
Act_259608,0.9666666666666667
Act_271497,0.9666666666666667
Act_271498,0.9666666666666667
Act_271041,0.9666666666666667
Act_271040,0.9666666666666667
Act_271019,0.9666666666666667
Act_271015,0.9666666666666667
Act_271504,0.9666666666666667
Act_270913,0.9666666666666667
Act_259218,0.9666666666666667
Act_259614,0.9666666666666667
Act_270994,0.9666666666666667
Act_270993,0.9666666666666667
Act_270989,0.9666666666666667
Act_270979,0.9666666666666667
Act_270923,0.9666666666666667
Act_259702,0.9666666666666667
Act_259202,0.9666666666666667
Act_271553,0.9666666666666667
Act_259673,0.9666666666666667
Act_271549,0.9666666666666667
Act_270861,0.9666666666666667
Act_259175,0.9666666666666667
Act_270860,0.9666666666666667
Act_270859,0.9666666666666667
Act_259167,0.9666666666666667
Act_259177,0.9666666666666667
Act_270852,0.9666666666666667
Act_259691,0.9666666666666667
Act_270848,0.9666666666666667
Act_271575,0.9666666666666667
Act_270847,0.9666666666666667
Act_270844,0.9666666666666667
Act_259646,0.9666666666666667
Act_270971,0.9666666666666667
Act_259647,0.9666666666666667
Act_271655,0.9666666666666667
Act_270775,0.9666666666666667
Act_259783,0.9666666666666667
Act_259112,0.9666666666666667
Act_259787,0.9666666666666667
Act_271653,0.9666666666666667
Act_270771,0.9666666666666667
Act_271660,0.9666666666666667
Act_259114,0.9666666666666667
Act_259788,0.9666666666666667
Act_270762,0.9666666666666667
Act_271661,0.9666666666666667
Act_270751,0.9666666666666667
Act_270778,0.9666666666666667
Act_271666,0.9666666666666667
Act_271646,0.9666666666666667
Act_259706,0.9666666666666667
Act_271517,0.9666666666666667
Act_270946,0.9666666666666667
Act_259198,0.9666666666666667
Act_259628,0.9666666666666667
Act_259629,0.9666666666666667
Act_270963,0.9666666666666667
Act_259632,0.9666666666666667
Act_259638,0.9666666666666667
Act_269308,0.9666666666666667
Act_259160,0.9666666666666667
Act_271521,0.9666666666666667
Act_270933,0.9666666666666667
Act_270930,0.9666666666666667
Act_270926,0.9666666666666667
Act_270973,0.9666666666666667
Act_259586,0.9666666666666667
Act_259179,0.9666666666666667
Act_270869,0.9666666666666667
Act_271668,0.9666666666666667
Act_272287,0.9666666666666667
Act_260367,0.9666666666666667
Act_272282,0.9666666666666667
Act_272285,0.9666666666666667
Act_269792,0.9666666666666667
Act_272286,0.9666666666666667
Act_260371,0.9666666666666667
Act_269813,0.9666666666666667
Act_269798,0.9666666666666667
Act_269859,0.9666666666666667
Act_272272,0.9666666666666667
Act_269823,0.9666666666666667
Act_260342,0.9666666666666667
Act_269855,0.9666666666666667
Act_269498,0.9666666666666667
Act_260544,0.9666666666666667
Act_255076,0.9666666666666667
Act_269849,0.9666666666666667
Act_260550,0.9666666666666667
Act_269863,0.9666666666666667
Act_269858,0.9666666666666667
Act_260359,0.9666666666666667
Act_255378,0.9666666666666667
Act_269808,0.9666666666666667
Act_272437,0.9666666666666667
Act_269514,0.9666666666666667
Act_260545,0.9666666666666667
Act_269806,0.9666666666666667
Act_260547,0.9666666666666667
Act_269803,0.9666666666666667
Act_272436,0.9666666666666667
Act_260546,0.9666666666666667
Act_269801,0.9666666666666667
Act_272257,0.9666666666666667
Act_269847,0.9666666666666667
Act_270872,0.9666666666666667
Act_271529,0.9666666666666667
Act_259369,0.9666666666666667
Act_270170,0.9666666666666667
Act_259189,0.9666666666666667
Act_259654,0.9666666666666667
Act_270897,0.9666666666666667
Act_259664,0.9666666666666667
Act_259182,0.9666666666666667
Act_269508,0.9666666666666667
Act_271533,0.9666666666666667
Act_259181,0.9666666666666667
Act_270881,0.9666666666666667
Act_259669,0.9666666666666667
Act_271540,0.9666666666666667
Act_270873,0.9666666666666667
Act_270145,0.9666666666666667
Act_269826,0.9666666666666667
Act_258008,0.9666666666666667
Act_269839,0.9666666666666667
Act_269845,0.9666666666666667
Act_269843,0.9666666666666667
Act_272258,0.9666666666666667
Act_260348,0.9666666666666667
Act_269501,0.9666666666666667
Act_216912,0.9666666666666667
Act_257905,0.9666666666666667
Act_260350,0.9666666666666667
Act_269837,0.9666666666666667
Act_269833,0.9666666666666667
Act_260559,0.9666666666666667
Act_269830,0.9666666666666667
Act_269827,0.9666666666666667
Act_272266,0.9666666666666667
Act_270742,0.9666666666666667
Act_259101,0.9666666666666667
Act_259574,0.9666666666666667
Act_271367,0.9666666666666667
Act_271345,0.9666666666666667
Act_259363,0.9666666666666667
Act_271311,0.9666666666666667
Act_271307,0.9666666666666667
Act_271306,0.9666666666666667
Act_259390,0.9666666666666667
Act_271347,0.9666666666666667
Act_259365,0.9666666666666667
Act_259396,0.9666666666666667
Act_259346,0.9666666666666667
Act_271289,0.9666666666666667
Act_271286,0.9666666666666667
Act_259399,0.9666666666666667
Act_271283,0.9666666666666667
Act_259384,0.9666666666666667
Act_271314,0.9666666666666667
Act_259333,0.9666666666666667
Act_271388,0.9666666666666667
Act_271394,0.9666666666666667
Act_259296,0.9666666666666667
Act_271196,0.9666666666666667
Act_259458,0.9666666666666667
Act_271192,0.9666666666666667
Act_271398,0.9666666666666667
Act_259295,0.9666666666666667
Act_259378,0.9666666666666667
Act_259415,0.9666666666666667
Act_259327,0.9666666666666667
Act_271323,0.9666666666666667
Act_271321,0.9666666666666667
Act_271330,0.9666666666666667
Act_259373,0.9666666666666667
Act_259400,0.9666666666666667
Act_259405,0.9666666666666667
Act_259299,0.9666666666666667
Act_271479,0.9666666666666667
Act_271474,0.9666666666666667
Act_271073,0.9666666666666667
Act_259557,0.9666666666666667
Act_259562,0.9666666666666667
Act_259260,0.9666666666666667
Act_271071,0.9666666666666667
Act_271480,0.9666666666666667
Act_259548,0.9666666666666667
Act_271485,0.9666666666666667
Act_271486,0.9666666666666667
Act_259568,0.9666666666666667
Act_259570,0.9666666666666667
Act_271489,0.9666666666666667
Act_259571,0.9666666666666667
Act_259248,0.9666666666666667
Act_271470,0.9666666666666667
Act_259330,0.9666666666666667
Act_259294,0.9666666666666667
Act_271365,0.9666666666666667
Act_271278,0.9666666666666667
Act_271275,0.9666666666666667
Act_259407,0.9666666666666667
Act_271351,0.9666666666666667
Act_259462,0.9666666666666667
Act_271186,0.9666666666666667
Act_259541,0.9666666666666667
Act_271455,0.9666666666666667
Act_271457,0.9666666666666667
Act_271460,0.9666666666666667
Act_259250,0.9666666666666667
Act_271469,0.9666666666666667
Act_271084,0.9666666666666667
Act_259451,0.9666666666666667
Act_259446,0.9666666666666667
Act_270716,0.9666666666666667
Act_259712,0.9666666666666667
Act_270833,0.9666666666666667
Act_270828,0.9666666666666667
Act_259146,0.9666666666666667
Act_270822,0.9666666666666667
Act_259711,0.9666666666666667
Act_270816,0.9666666666666667
Act_259144,0.9666666666666667
Act_259156,0.9666666666666667
Act_259741,0.9666666666666667
Act_271608,0.9666666666666667
Act_270792,0.9666666666666667
Act_271613,0.9666666666666667
Act_259750,0.9666666666666667
Act_259132,0.9666666666666667
Act_271596,0.9666666666666667
Act_259708,0.9666666666666667
Act_271624,0.9666666666666667
Act_259798,0.9666666666666667
Act_259795,0.9666666666666667
Act_271671,0.9666666666666667
Act_270706,0.9666666666666667
Act_271674,0.9666666666666667
Act_259094,0.9666666666666667
Act_271682,0.9666666666666667
Act_270702,0.9666666666666667
Act_270837,0.9666666666666667
Act_270699,0.9666666666666667
Act_270698,0.9666666666666667
Act_259111,0.9666666666666667
Act_270840,0.9666666666666667
Act_259781,0.9666666666666667
Act_259115,0.9666666666666667
Act_259759,0.9666666666666667
Act_271629,0.9666666666666667
Act_271216,0.9666666666666667
Act_259309,0.9666666666666667
Act_271252,0.9666666666666667
Act_259430,0.9666666666666667
Act_271249,0.9666666666666667
Act_259313,0.9666666666666667
Act_259433,0.9666666666666667
Act_271247,0.9666666666666667
Act_259306,0.9666666666666667
Act_259428,0.9666666666666667
Act_259317,0.9666666666666667
Act_259436,0.9666666666666667
Act_259441,0.9666666666666667
Act_271392,0.9666666666666667
Act_271393,0.9666666666666667
Act_271222,0.9666666666666667
Act_271375,0.9666666666666667
Act_259422,0.9666666666666667
Act_270801,0.9666666666666667
Act_259769,0.9666666666666667
Act_271633,0.9666666666666667
Act_259125,0.9666666666666667
Act_270800,0.9666666666666667
Act_259764,0.9666666666666667
Act_259768,0.9666666666666667
Act_259123,0.9666666666666667
Act_259774,0.9666666666666667
Act_271264,0.9666666666666667
Act_271617,0.9666666666666667
Act_259579,0.9666666666666667
Act_259229,0.9666666666666667
Act_259234,0.9666666666666667
Act_271370,0.9666666666666667
Act_271374,0.9666666666666667
Act_260538,0.9666666666666667
Act_260580,0.9666666666666667
Act_260582,0.9666666666666667
Act_258781,0.9666666666666667
Act_270118,0.9666666666666667
Act_260655,0.9666666666666667
Act_269346,0.9666666666666667
Act_272190,0.9666666666666667
Act_270045,0.9666666666666667
Act_258788,0.9666666666666667
Act_258778,0.9666666666666667
Act_272181,0.9666666666666667
Act_272202,0.9666666666666667
Act_260656,0.9666666666666667
Act_260244,0.9666666666666667
Act_272116,0.9666666666666667
Act_269342,0.9666666666666667
Act_260177,0.9666666666666667
Act_272472,0.9666666666666667
Act_272483,0.9666666666666667
Act_270107,0.9666666666666667
Act_272159,0.9666666666666667
Act_272143,0.9666666666666667
Act_223442,0.9666666666666667
Act_260635,0.9666666666666667
Act_260183,0.9666666666666667
Act_258824,0.9666666666666667
Act_272158,0.9666666666666667
Act_270076,0.9666666666666667
Act_228573,0.9666666666666667
Act_270075,0.9666666666666667
Act_272166,0.9666666666666667
Act_270087,0.9666666666666667
Act_270088,0.9666666666666667
Act_272168,0.9666666666666667
Act_260214,0.9666666666666667
Act_272189,0.9666666666666667
Act_269398,0.9666666666666667
Act_260196,0.9666666666666667
Act_269711,0.9666666666666667
Act_269947,0.9666666666666667
Act_269724,0.9666666666666667
Act_269721,0.9666666666666667
Act_260413,0.9666666666666667
Act_269545,0.9666666666666667
Act_260415,0.9666666666666667
Act_272313,0.9666666666666667
Act_270114,0.9666666666666667
Act_260532,0.9666666666666667
Act_272317,0.9666666666666667
Act_239222,0.9666666666666667
Act_269701,0.9666666666666667
Act_269692,0.9666666666666667
Act_269687,0.9666666666666667
Act_269592,0.9666666666666667
Act_260618,0.9666666666666667
Act_260615,0.9666666666666667
Act_260224,0.9666666666666667
Act_260230,0.9666666666666667
Act_260231,0.9666666666666667
Act_272134,0.9666666666666667
Act_272482,0.9666666666666667
Act_272133,0.9666666666666667
Act_269350,0.9666666666666667
Act_269381,0.9666666666666667
Act_272474,0.9666666666666667
Act_272493,0.9666666666666667
Act_269349,0.9666666666666667
Act_272132,0.9666666666666667
Act_270055,0.9666666666666667
Act_224987,0.9666666666666667
Act_258798,0.9666666666666667
Act_260643,0.9666666666666667
Act_258806,0.9666666666666667
Act_269900,0.9666666666666667
Act_269974,0.9666666666666667
Act_217770,0.9666666666666667
Act_260262,0.9666666666666667
Act_270139,0.9666666666666667
Act_269319,0.9666666666666667
Act_272504,0.9666666666666667
Act_229565,0.9666666666666667
Act_260667,0.9666666666666667
Act_272208,0.9666666666666667
Act_272214,0.9666666666666667
Act_260610,0.9666666666666667
Act_260597,0.9666666666666667
Act_269325,0.9666666666666667
Act_269968,0.9666666666666667
Act_269431,0.9666666666666667
Act_269413,0.9666666666666667
Act_260290,0.9666666666666667
Act_258832,0.9666666666666667
Act_269959,0.9666666666666667
Act_267530,0.9666666666666667
Act_272467,0.9666666666666667
Act_260257,0.9666666666666667
Act_269965,0.9666666666666667
Act_272463,0.9666666666666667
Act_270142,0.9666666666666667
Act_272204,0.9666666666666667
Act_272112,0.9666666666666667
Act_260175,0.9666666666666667
Act_219710,0.9666666666666667
Act_229079,0.9666666666666667
Act_258768,0.9666666666666667
Act_270000,0.9666666666666667
Act_269309,0.9666666666666667
Act_269430,0.9666666666666667
Act_269429,0.9666666666666667
Act_260219,0.9666666666666667
Act_258820,0.9666666666666667
Act_260632,0.9666666666666667
Act_269371,0.9666666666666667
Act_269366,0.9666666666666667
Act_272176,0.9666666666666667
Act_260630,0.9666666666666667
Act_269380,0.9666666666666667
Act_270097,0.9666666666666667
Act_270095,0.9666666666666667
Act_269363,0.9666666666666667
Act_260651,0.9666666666666667
Act_272180,0.9666666666666667
Act_272171,0.9666666666666667
Act_258805,0.9666666666666667
Act_270090,0.9666666666666667
Act_270063,0.9666666666666667
Act_224097,0.9666666666666667
Act_272500,0.9666666666666667
Act_269991,0.9666666666666667
Act_269423,0.9666666666666667
Act_260668,0.9666666666666667
Act_270137,0.9666666666666667
Act_260150,0.9666666666666667
Act_269310,0.9666666666666667
Act_269418,0.9666666666666667
Act_260285,0.9666666666666667
Act_270068,0.9666666666666667
Act_269417,0.9666666666666667
Act_270131,0.9666666666666667
Act_260600,0.9666666666666667
Act_270030,0.9666666666666667
Act_269372,0.9666666666666667
Act_260247,0.9666666666666667
Act_260426,0.9666666666666667
Act_260527,0.9666666666666667
Act_272326,0.9666666666666667
Act_269473,0.9666666666666667
Act_260376,0.9666666666666667
Act_252270,0.9666666666666667
Act_260315,0.9666666666666667
Act_260316,0.9666666666666667
Act_269471,0.9666666666666667
Act_269884,0.9666666666666667
Act_260320,0.9666666666666667
Act_272341,0.9666666666666667
Act_269477,0.9666666666666667
Act_260321,0.9666666666666667
Act_272242,0.9666666666666667
Act_258736,0.9666666666666667
Act_260332,0.9666666666666667
Act_233109,0.9666666666666667
Act_269949,0.9666666666666667
Act_269628,0.9666666666666667
Act_272252,0.9666666666666667
Act_269639,0.9666666666666667
Act_269564,0.9666666666666667
Act_269565,0.9666666666666667
Act_269568,0.9666666666666667
Act_260445,0.9666666666666667
Act_272331,0.9666666666666667
Act_243627,0.9666666666666667
Act_260447,0.9666666666666667
Act_269578,0.9666666666666667
Act_251264,0.9666666666666667
Act_260448,0.9666666666666667
Act_272335,0.9666666666666667
Act_272377,0.9666666666666667
Act_269629,0.9666666666666667
Act_269576,0.9666666666666667
Act_269875,0.9666666666666667
Act_260336,0.9666666666666667
Act_260521,0.9666666666666667
Act_260309,0.9666666666666667
Act_260298,0.9666666666666667
